destination_id,destination_name,week,year,reservations
-1044367,Kiev (UA),50,2020,2367
-1044367,Kiev (UA),51,2020,1850
-1044367,Kiev (UA),52,2020,1435
-1044367,Kiev (UA),1,2021,1469
-1044367,Kiev (UA),2,2021,1854
-1044367,Kiev (UA),3,2021,1879
-1044367,Kiev (UA),4,2021,2205
-1044367,Kiev (UA),5,2021,2396
-1044367,Kiev (UA),6,2021,2387
-1044367,Kiev (UA),7,2021,2303
-1044367,Kiev (UA),8,2021,2486
-1044367,Kiev (UA),9,2021,2761
-1044367,Kiev (UA),10,2021,2589
-1044367,Kiev (UA),11,2021,2219
-1044367,Kiev (UA),12,2021,1810
-1044367,Kiev (UA),13,2021,1722
-1044367,Kiev (UA),14,2021,1594
-1044367,Kiev (UA),15,2021,1701
-1044367,Kiev (UA),16,2021,1781
-1044367,Kiev (UA),17,2021,2045
-1044367,Kiev (UA),18,2021,2962
-1044367,Kiev (UA),19,2021,3108
-1044367,Kiev (UA),20,2021,3441
-1044367,Kiev (UA),21,2021,3580
-1044367,Kiev (UA),22,2021,3906
-1044367,Kiev (UA),23,2021,4591
-1044367,Kiev (UA),24,2021,4656
-1044367,Kiev (UA),25,2021,4529
-1044367,Kiev (UA),26,2021,4375
-1044367,Kiev (UA),27,2021,4771
-1044367,Kiev (UA),28,2021,4391
-1044367,Kiev (UA),29,2021,4389
-1044367,Kiev (UA),30,2021,4385
-1044367,Kiev (UA),31,2021,4421
-1044367,Kiev (UA),32,2021,4422
-1044367,Kiev (UA),33,2021,4398
-1044367,Kiev (UA),34,2021,4012
-1044367,Kiev (UA),35,2021,4435
-1044367,Kiev (UA),36,2021,4331
-1044367,Kiev (UA),37,2021,4195
-1044367,Kiev (UA),38,2021,3934
-1044367,Kiev (UA),39,2021,3637
-1044367,Kiev (UA),40,2021,4109
-1044367,Kiev (UA),41,2021,3794
-1044367,Kiev (UA),42,2021,3428
-1044367,Kiev (UA),43,2021,3295
-1044367,Kiev (UA),44,2021,3260
-1044367,Kiev (UA),45,2021,3357
-1044367,Kiev (UA),46,2021,3375
-1044367,Kiev (UA),47,2021,3215
-1044367,Kiev (UA),48,2021,3349
-1044367,Kiev (UA),49,2021,3799
-1044367,Kiev (UA),50,2021,3327
-1044367,Kiev (UA),51,2021,2936
-1044367,Kiev (UA),52,2021,2257
-1044367,Kiev (UA),1,2022,3020
-1044367,Kiev (UA),2,2022,3474
-1044367,Kiev (UA),3,2022,3482
-1044367,Kiev (UA),4,2022,2571
-1044367,Kiev (UA),5,2022,3117
-1044367,Kiev (UA),6,2022,2662
-1044367,Kiev (UA),7,2022,1395
-1044367,Kiev (UA),8,2022,1342
-1044367,Kiev (UA),9,2022,13898
-1044367,Kiev (UA),10,2022,10198
-1044367,Kiev (UA),11,2022,2645
-1044367,Kiev (UA),12,2022,1209
-1044367,Kiev (UA),13,2022,733
-1044367,Kiev (UA),14,2022,704
-1044367,Kiev (UA),15,2022,635
-1044367,Kiev (UA),16,2022,441
-1044367,Kiev (UA),17,2022,368
-1044367,Kiev (UA),18,2022,430
-1044367,Kiev (UA),19,2022,469
-1044367,Kiev (UA),20,2022,636
-1044367,Kiev (UA),21,2022,604
-1044367,Kiev (UA),22,2022,682
-1044367,Kiev (UA),23,2022,665
-1044367,Kiev (UA),24,2022,723
-1044367,Kiev (UA),25,2022,735
-1044367,Kiev (UA),26,2022,710
-1044367,Kiev (UA),27,2022,844
-1044367,Kiev (UA),28,2022,826
-1044367,Kiev (UA),29,2022,913
-1044367,Kiev (UA),30,2022,963
-1044367,Kiev (UA),31,2022,1040
-1044367,Kiev (UA),32,2022,1332
-1044367,Kiev (UA),33,2022,1220
-1044367,Kiev (UA),34,2022,1315
-1044367,Kiev (UA),35,2022,1389
-1044367,Kiev (UA),36,2022,1510
-1044367,Kiev (UA),37,2022,1441
-1044367,Kiev (UA),38,2022,1489
-1044367,Kiev (UA),39,2022,1390
-1044367,Kiev (UA),40,2022,1431
-1044367,Kiev (UA),41,2022,930
-1044367,Kiev (UA),42,2022,918
-1044367,Kiev (UA),43,2022,995
-1044367,Kiev (UA),44,2022,1137
-1044367,Kiev (UA),45,2022,1183
-1044367,Kiev (UA),46,2022,916
-1044367,Kiev (UA),47,2022,869
-1044367,Kiev (UA),48,2022,838
-1044367,Kiev (UA),49,2022,1131
-1044367,Kiev (UA),50,2022,1140
-1044367,Kiev (UA),51,2022,1081
-1044367,Kiev (UA),52,2022,903
-1044367,Kiev (UA),1,2023,451
-111742,Bologna (IT),5,2019,4921
-111742,Bologna (IT),6,2019,4482
-111742,Bologna (IT),7,2019,4460
-111742,Bologna (IT),8,2019,4678
-111742,Bologna (IT),9,2019,4971
-111742,Bologna (IT),10,2019,4741
-111742,Bologna (IT),11,2019,4798
-111742,Bologna (IT),12,2019,4352
-111742,Bologna (IT),13,2019,5883
-111742,Bologna (IT),14,2019,4463
-111742,Bologna (IT),15,2019,4128
-111742,Bologna (IT),16,2019,3872
-111742,Bologna (IT),17,2019,4209
-111742,Bologna (IT),18,2019,4502
-111742,Bologna (IT),19,2019,4226
-111742,Bologna (IT),20,2019,4192
-111742,Bologna (IT),21,2019,4512
-111742,Bologna (IT),22,2019,3655
-111742,Bologna (IT),23,2019,4376
-111742,Bologna (IT),24,2019,3384
-111742,Bologna (IT),25,2019,3665
-111742,Bologna (IT),26,2019,4050
-111742,Bologna (IT),27,2019,3472
-111742,Bologna (IT),28,2019,3425
-111742,Bologna (IT),29,2019,3503
-111742,Bologna (IT),30,2019,3903
-111742,Bologna (IT),31,2019,3631
-111742,Bologna (IT),32,2019,3716
-111742,Bologna (IT),33,2019,3908
-111742,Bologna (IT),34,2019,4095
-111742,Bologna (IT),35,2019,4550
-111742,Bologna (IT),36,2019,4400
-111742,Bologna (IT),37,2019,4099
-111742,Bologna (IT),38,2019,4431
-111742,Bologna (IT),39,2019,4353
-111742,Bologna (IT),40,2019,4412
-111742,Bologna (IT),41,2019,4176
-111742,Bologna (IT),42,2019,4112
-111742,Bologna (IT),43,2019,3746
-111742,Bologna (IT),44,2019,3911
-111742,Bologna (IT),45,2019,3707
-111742,Bologna (IT),46,2019,3598
-111742,Bologna (IT),47,2019,3697
-111742,Bologna (IT),48,2019,4986
-111742,Bologna (IT),49,2019,2092
-111742,Bologna (IT),50,2019,2613
-111742,Bologna (IT),51,2019,2181
-111742,Bologna (IT),52,2019,2828
-111742,Bologna (IT),1,2020,3550
-111742,Bologna (IT),2,2020,3941
-111742,Bologna (IT),3,2020,3340
-111742,Bologna (IT),4,2020,3294
-111742,Bologna (IT),5,2020,2960
-111742,Bologna (IT),6,2020,2529
-111742,Bologna (IT),7,2020,2181
-111742,Bologna (IT),8,2020,1655
-111742,Bologna (IT),9,2020,1019
-111742,Bologna (IT),10,2020,702
-111742,Bologna (IT),11,2020,983
-111742,Bologna (IT),15,2020,193
-111742,Bologna (IT),16,2020,262
-111742,Bologna (IT),17,2020,378
-111742,Bologna (IT),18,2020,403
-111742,Bologna (IT),19,2020,364
-111742,Bologna (IT),20,2020,503
-111742,Bologna (IT),21,2020,610
-111742,Bologna (IT),22,2020,805
-111742,Bologna (IT),23,2020,1140
-111742,Bologna (IT),24,2020,1011
-111742,Bologna (IT),25,2020,1314
-111742,Bologna (IT),26,2020,1392
-111742,Bologna (IT),27,2020,2086
-111742,Bologna (IT),28,2020,2386
-111742,Bologna (IT),29,2020,1454
-111742,Bologna (IT),30,2020,1217
-111742,Bologna (IT),31,2020,1575
-111742,Bologna (IT),32,2020,1155
-111742,Bologna (IT),33,2020,1237
-111742,Bologna (IT),34,2020,1345
-111742,Bologna (IT),35,2020,1639
-111742,Bologna (IT),36,2020,1645
-111742,Bologna (IT),37,2020,1855
-111742,Bologna (IT),38,2020,2042
-111742,Bologna (IT),39,2020,1663
-111742,Bologna (IT),40,2020,1797
-111742,Bologna (IT),41,2020,1342
-111742,Bologna (IT),42,2020,1348
-111742,Bologna (IT),43,2020,740
-111742,Bologna (IT),44,2020,626
-111742,Bologna (IT),45,2020,554
-111742,Bologna (IT),46,2020,590
-111742,Bologna (IT),47,2020,646
-111742,Bologna (IT),48,2020,717
-111742,Bologna (IT),49,2020,973
-111742,Bologna (IT),50,2020,578
-111742,Bologna (IT),51,2020,480
-111742,Bologna (IT),52,2020,477
-111742,Bologna (IT),1,2021,792
-111742,Bologna (IT),2,2021,726
-111742,Bologna (IT),3,2021,741
-111742,Bologna (IT),4,2021,921
-111742,Bologna (IT),5,2021,951
-111742,Bologna (IT),6,2021,892
-111742,Bologna (IT),7,2021,748
-111742,Bologna (IT),8,2021,775
-111742,Bologna (IT),9,2021,615
-111742,Bologna (IT),10,2021,550
-111742,Bologna (IT),11,2021,593
-111742,Bologna (IT),12,2021,554
-111742,Bologna (IT),13,2021,693
-111742,Bologna (IT),14,2021,691
-111742,Bologna (IT),15,2021,946
-111742,Bologna (IT),16,2021,1163
-111742,Bologna (IT),17,2021,1580
-111742,Bologna (IT),18,2021,1817
-111742,Bologna (IT),19,2021,1968
-111742,Bologna (IT),20,2021,2169
-111742,Bologna (IT),21,2021,2340
-111742,Bologna (IT),22,2021,2300
-111742,Bologna (IT),23,2021,2615
-111742,Bologna (IT),24,2021,2556
-111742,Bologna (IT),25,2021,2590
-111742,Bologna (IT),26,2021,2801
-111742,Bologna (IT),27,2021,2999
-111742,Bologna (IT),28,2021,2627
-111742,Bologna (IT),29,2021,2753
-111742,Bologna (IT),30,2021,2625
-111742,Bologna (IT),31,2021,2819
-111742,Bologna (IT),32,2021,2655
-111742,Bologna (IT),33,2021,2715
-111742,Bologna (IT),34,2021,3083
-111742,Bologna (IT),35,2021,3560
-111742,Bologna (IT),36,2021,3535
-111742,Bologna (IT),37,2021,3294
-111742,Bologna (IT),38,2021,3204
-111742,Bologna (IT),39,2021,3521
-111742,Bologna (IT),40,2021,3608
-111742,Bologna (IT),41,2021,3335
-111742,Bologna (IT),42,2021,3384
-111742,Bologna (IT),43,2021,3175
-111742,Bologna (IT),44,2021,3701
-111742,Bologna (IT),45,2021,3077
-111742,Bologna (IT),46,2021,2911
-111742,Bologna (IT),47,2021,2529
-111742,Bologna (IT),48,2021,2245
-111742,Bologna (IT),49,2021,2105
-111742,Bologna (IT),50,2021,1849
-111742,Bologna (IT),51,2021,1511
-111742,Bologna (IT),52,2021,1706
-111742,Bologna (IT),1,2022,2305
-111742,Bologna (IT),2,2022,2748
-111742,Bologna (IT),3,2022,3827
-111742,Bologna (IT),4,2022,3164
-111742,Bologna (IT),5,2022,4300
-111742,Bologna (IT),6,2022,4962
-111742,Bologna (IT),7,2022,3885
-111742,Bologna (IT),8,2022,4249
-111742,Bologna (IT),9,2022,4663
-111742,Bologna (IT),10,2022,4647
-111742,Bologna (IT),11,2022,4153
-111742,Bologna (IT),12,2022,4228
-111742,Bologna (IT),13,2022,4123
-111742,Bologna (IT),14,2022,4597
-111742,Bologna (IT),15,2022,3853
-111742,Bologna (IT),16,2022,3550
-111742,Bologna (IT),17,2022,3816
-111742,Bologna (IT),18,2022,4183
-111742,Bologna (IT),19,2022,4067
-111742,Bologna (IT),20,2022,4136
-111742,Bologna (IT),21,2022,4095
-111742,Bologna (IT),22,2022,3910
-111742,Bologna (IT),23,2022,4193
-111742,Bologna (IT),24,2022,3773
-111742,Bologna (IT),25,2022,3658
-111742,Bologna (IT),26,2022,3767
-111742,Bologna (IT),27,2022,3725
-111742,Bologna (IT),28,2022,3514
-111742,Bologna (IT),29,2022,3294
-111742,Bologna (IT),30,2022,3560
-111742,Bologna (IT),31,2022,3751
-111742,Bologna (IT),32,2022,3811
-111742,Bologna (IT),33,2022,3495
-111742,Bologna (IT),34,2022,3829
-111742,Bologna (IT),35,2022,4433
-111742,Bologna (IT),36,2022,4531
-111742,Bologna (IT),37,2022,4609
-111742,Bologna (IT),38,2022,4594
-111742,Bologna (IT),39,2022,4703
-111742,Bologna (IT),40,2022,4789
-111742,Bologna (IT),41,2022,4344
-111742,Bologna (IT),42,2022,4071
-111742,Bologna (IT),43,2022,3971
-111742,Bologna (IT),44,2022,4346
-111742,Bologna (IT),45,2022,3738
-111742,Bologna (IT),46,2022,3973
-111742,Bologna (IT),47,2022,3839
-111742,Bologna (IT),48,2022,3863
-111742,Bologna (IT),49,2022,3446
-111742,Bologna (IT),50,2022,3241
-111742,Bologna (IT),51,2022,3180
-111742,Bologna (IT),52,2022,3873
-111742,Bologna (IT),1,2023,2004
-1153951,Bucharest (RO),5,2019,2475
-1153951,Bucharest (RO),6,2019,2434
-1153951,Bucharest (RO),7,2019,2426
-1153951,Bucharest (RO),8,2019,2520
-1153951,Bucharest (RO),9,2019,2708
-1153951,Bucharest (RO),10,2019,2821
-1153951,Bucharest (RO),11,2019,2917
-1153951,Bucharest (RO),12,2019,2789
-1153951,Bucharest (RO),13,2019,4005
-1153951,Bucharest (RO),14,2019,3124
-1153951,Bucharest (RO),15,2019,2815
-1153951,Bucharest (RO),16,2019,2422
-1153951,Bucharest (RO),17,2019,2886
-1153951,Bucharest (RO),18,2019,3044
-1153951,Bucharest (RO),19,2019,3288
-1153951,Bucharest (RO),20,2019,2894
-1153951,Bucharest (RO),21,2019,3083
-1153951,Bucharest (RO),22,2019,2965
-1153951,Bucharest (RO),23,2019,3269
-1153951,Bucharest (RO),24,2019,2704
-1153951,Bucharest (RO),25,2019,3033
-1153951,Bucharest (RO),26,2019,3054
-1153951,Bucharest (RO),27,2019,3044
-1153951,Bucharest (RO),28,2019,2886
-1153951,Bucharest (RO),29,2019,2798
-1153951,Bucharest (RO),30,2019,2946
-1153951,Bucharest (RO),31,2019,3438
-1153951,Bucharest (RO),32,2019,3197
-1153951,Bucharest (RO),33,2019,2960
-1153951,Bucharest (RO),34,2019,2844
-1153951,Bucharest (RO),35,2019,3147
-1153951,Bucharest (RO),36,2019,2914
-1153951,Bucharest (RO),37,2019,2835
-1153951,Bucharest (RO),38,2019,2907
-1153951,Bucharest (RO),39,2019,3117
-1153951,Bucharest (RO),40,2019,3218
-1153951,Bucharest (RO),41,2019,2843
-1153951,Bucharest (RO),42,2019,2678
-1153951,Bucharest (RO),43,2019,2733
-1153951,Bucharest (RO),44,2019,2800
-1153951,Bucharest (RO),45,2019,2662
-1153951,Bucharest (RO),46,2019,2510
-1153951,Bucharest (RO),47,2019,2570
-1153951,Bucharest (RO),48,2019,3764
-1153951,Bucharest (RO),49,2019,1444
-1153951,Bucharest (RO),50,2019,1866
-1153951,Bucharest (RO),51,2019,1545
-1153951,Bucharest (RO),52,2019,1682
-1153951,Bucharest (RO),1,2020,2191
-1153951,Bucharest (RO),2,2020,2449
-1153951,Bucharest (RO),3,2020,2340
-1153951,Bucharest (RO),4,2020,2175
-1153951,Bucharest (RO),5,2020,2198
-1153951,Bucharest (RO),6,2020,2100
-1153951,Bucharest (RO),7,2020,1968
-1153951,Bucharest (RO),8,2020,1430
-1153951,Bucharest (RO),9,2020,1253
-1153951,Bucharest (RO),10,2020,665
-1153951,Bucharest (RO),11,2020,352
-1153951,Bucharest (RO),12,2020,304
-1153951,Bucharest (RO),13,2020,223
-1153951,Bucharest (RO),14,2020,213
-1153951,Bucharest (RO),15,2020,329
-1153951,Bucharest (RO),16,2020,688
-1153951,Bucharest (RO),17,2020,406
-1153951,Bucharest (RO),18,2020,524
-1153951,Bucharest (RO),19,2020,448
-1153951,Bucharest (RO),20,2020,408
-1153951,Bucharest (RO),21,2020,578
-1153951,Bucharest (RO),22,2020,614
-1153951,Bucharest (RO),23,2020,708
-1153951,Bucharest (RO),24,2020,662
-1153951,Bucharest (RO),25,2020,1087
-1153951,Bucharest (RO),26,2020,1018
-1153951,Bucharest (RO),27,2020,1763
-1153951,Bucharest (RO),28,2020,1732
-1153951,Bucharest (RO),29,2020,910
-1153951,Bucharest (RO),30,2020,664
-1153951,Bucharest (RO),31,2020,838
-1153951,Bucharest (RO),32,2020,799
-1153951,Bucharest (RO),33,2020,847
-1153951,Bucharest (RO),34,2020,848
-1153951,Bucharest (RO),35,2020,914
-1153951,Bucharest (RO),36,2020,854
-1153951,Bucharest (RO),37,2020,830
-1153951,Bucharest (RO),38,2020,1316
-1153951,Bucharest (RO),39,2020,644
-1153951,Bucharest (RO),40,2020,921
-1153951,Bucharest (RO),41,2020,829
-1153951,Bucharest (RO),42,2020,1098
-1153951,Bucharest (RO),43,2020,660
-1153951,Bucharest (RO),44,2020,718
-1153951,Bucharest (RO),45,2020,696
-1153951,Bucharest (RO),46,2020,648
-1153951,Bucharest (RO),47,2020,590
-1153951,Bucharest (RO),48,2020,520
-1153951,Bucharest (RO),49,2020,635
-1153951,Bucharest (RO),50,2020,689
-1153951,Bucharest (RO),51,2020,541
-1153951,Bucharest (RO),52,2020,459
-1153951,Bucharest (RO),1,2021,601
-1153951,Bucharest (RO),2,2021,564
-1153951,Bucharest (RO),3,2021,653
-1153951,Bucharest (RO),4,2021,698
-1153951,Bucharest (RO),5,2021,896
-1153951,Bucharest (RO),6,2021,782
-1153951,Bucharest (RO),7,2021,708
-1153951,Bucharest (RO),8,2021,771
-1153951,Bucharest (RO),9,2021,791
-1153951,Bucharest (RO),10,2021,797
-1153951,Bucharest (RO),11,2021,715
-1153951,Bucharest (RO),12,2021,688
-1153951,Bucharest (RO),13,2021,692
-1153951,Bucharest (RO),14,2021,815
-1153951,Bucharest (RO),15,2021,848
-1153951,Bucharest (RO),16,2021,741
-1153951,Bucharest (RO),17,2021,731
-1153951,Bucharest (RO),18,2021,952
-1153951,Bucharest (RO),19,2021,1022
-1153951,Bucharest (RO),20,2021,1220
-1153951,Bucharest (RO),21,2021,1425
-1153951,Bucharest (RO),22,2021,1563
-1153951,Bucharest (RO),23,2021,1746
-1153951,Bucharest (RO),24,2021,1773
-1153951,Bucharest (RO),25,2021,1704
-1153951,Bucharest (RO),26,2021,1655
-1153951,Bucharest (RO),27,2021,1942
-1153951,Bucharest (RO),28,2021,2028
-1153951,Bucharest (RO),29,2021,1862
-1153951,Bucharest (RO),30,2021,1687
-1153951,Bucharest (RO),31,2021,1995
-1153951,Bucharest (RO),32,2021,2001
-1153951,Bucharest (RO),33,2021,1915
-1153951,Bucharest (RO),34,2021,1996
-1153951,Bucharest (RO),35,2021,2017
-1153951,Bucharest (RO),36,2021,2056
-1153951,Bucharest (RO),37,2021,1890
-1153951,Bucharest (RO),38,2021,1857
-1153951,Bucharest (RO),39,2021,1719
-1153951,Bucharest (RO),40,2021,1637
-1153951,Bucharest (RO),41,2021,1558
-1153951,Bucharest (RO),42,2021,1461
-1153951,Bucharest (RO),43,2021,1422
-1153951,Bucharest (RO),44,2021,1584
-1153951,Bucharest (RO),45,2021,1443
-1153951,Bucharest (RO),46,2021,1467
-1153951,Bucharest (RO),47,2021,1474
-1153951,Bucharest (RO),48,2021,1323
-1153951,Bucharest (RO),49,2021,1416
-1153951,Bucharest (RO),50,2021,1255
-1153951,Bucharest (RO),51,2021,1092
-1153951,Bucharest (RO),52,2021,912
-1153951,Bucharest (RO),1,2022,1398
-1153951,Bucharest (RO),2,2022,1635
-1153951,Bucharest (RO),3,2022,1759
-1153951,Bucharest (RO),4,2022,1438
-1153951,Bucharest (RO),5,2022,1951
-1153951,Bucharest (RO),6,2022,2107
-1153951,Bucharest (RO),7,2022,1632
-1153951,Bucharest (RO),8,2022,1744
-1153951,Bucharest (RO),9,2022,2302
-1153951,Bucharest (RO),10,2022,2435
-1153951,Bucharest (RO),11,2022,2402
-1153951,Bucharest (RO),12,2022,2307
-1153951,Bucharest (RO),13,2022,2415
-1153951,Bucharest (RO),14,2022,2751
-1153951,Bucharest (RO),15,2022,2317
-1153951,Bucharest (RO),16,2022,2285
-1153951,Bucharest (RO),17,2022,2403
-1153951,Bucharest (RO),18,2022,2662
-1153951,Bucharest (RO),19,2022,2566
-1153951,Bucharest (RO),20,2022,2618
-1153951,Bucharest (RO),21,2022,2609
-1153951,Bucharest (RO),22,2022,2579
-1153951,Bucharest (RO),23,2022,2535
-1153951,Bucharest (RO),24,2022,2438
-1153951,Bucharest (RO),25,2022,2454
-1153951,Bucharest (RO),26,2022,2384
-1153951,Bucharest (RO),27,2022,2649
-1153951,Bucharest (RO),28,2022,2578
-1153951,Bucharest (RO),29,2022,2403
-1153951,Bucharest (RO),30,2022,2484
-1153951,Bucharest (RO),31,2022,2567
-1153951,Bucharest (RO),32,2022,2601
-1153951,Bucharest (RO),33,2022,2609
-1153951,Bucharest (RO),34,2022,2828
-1153951,Bucharest (RO),35,2022,3035
-1153951,Bucharest (RO),36,2022,3144
-1153951,Bucharest (RO),37,2022,3243
-1153951,Bucharest (RO),38,2022,3152
-1153951,Bucharest (RO),39,2022,3418
-1153951,Bucharest (RO),40,2022,3546
-1153951,Bucharest (RO),41,2022,3548
-1153951,Bucharest (RO),42,2022,3697
-1153951,Bucharest (RO),43,2022,3435
-1153951,Bucharest (RO),44,2022,3696
-1153951,Bucharest (RO),45,2022,3235
-1153951,Bucharest (RO),46,2022,3262
-1153951,Bucharest (RO),47,2022,3169
-1153951,Bucharest (RO),48,2022,3044
-1153951,Bucharest (RO),49,2022,2970
-1153951,Bucharest (RO),50,2022,2857
-1153951,Bucharest (RO),51,2022,2496
-1153951,Bucharest (RO),52,2022,2922
-1153951,Bucharest (RO),1,2023,1609
-117543,Florence (IT),5,2019,13826
-117543,Florence (IT),6,2019,12082
-117543,Florence (IT),7,2019,13712
-117543,Florence (IT),8,2019,14389
-117543,Florence (IT),9,2019,14874
-117543,Florence (IT),10,2019,14912
-117543,Florence (IT),11,2019,14286
-117543,Florence (IT),12,2019,14339
-117543,Florence (IT),13,2019,17281
-117543,Florence (IT),14,2019,13820
-117543,Florence (IT),15,2019,12597
-117543,Florence (IT),16,2019,12305
-117543,Florence (IT),17,2019,13223
-117543,Florence (IT),18,2019,12819
-117543,Florence (IT),19,2019,11670
-117543,Florence (IT),20,2019,11530
-117543,Florence (IT),21,2019,13020
-117543,Florence (IT),22,2019,10043
-117543,Florence (IT),23,2019,12221
-117543,Florence (IT),24,2019,10062
-117543,Florence (IT),25,2019,10070
-117543,Florence (IT),26,2019,11722
-117543,Florence (IT),27,2019,9882
-117543,Florence (IT),28,2019,10289
-117543,Florence (IT),29,2019,10474
-117543,Florence (IT),30,2019,11603
-117543,Florence (IT),31,2019,10568
-117543,Florence (IT),32,2019,11076
-117543,Florence (IT),33,2019,10148
-117543,Florence (IT),34,2019,10068
-117543,Florence (IT),35,2019,11034
-117543,Florence (IT),36,2019,10340
-117543,Florence (IT),37,2019,10280
-117543,Florence (IT),38,2019,10231
-117543,Florence (IT),39,2019,10072
-117543,Florence (IT),40,2019,9790
-117543,Florence (IT),41,2019,8966
-117543,Florence (IT),42,2019,8121
-117543,Florence (IT),43,2019,7656
-117543,Florence (IT),44,2019,7490
-117543,Florence (IT),45,2019,7254
-117543,Florence (IT),46,2019,6611
-117543,Florence (IT),47,2019,6862
-117543,Florence (IT),48,2019,10440
-117543,Florence (IT),49,2019,4927
-117543,Florence (IT),50,2019,5973
-117543,Florence (IT),51,2019,5251
-117543,Florence (IT),52,2019,5788
-117543,Florence (IT),1,2020,6452
-117543,Florence (IT),2,2020,6630
-117543,Florence (IT),3,2020,6171
-117543,Florence (IT),4,2020,5855
-117543,Florence (IT),5,2020,5834
-117543,Florence (IT),6,2020,5381
-117543,Florence (IT),7,2020,4778
-117543,Florence (IT),8,2020,2544
-117543,Florence (IT),9,2020,1772
-117543,Florence (IT),10,2020,843
-117543,Florence (IT),11,2020,1754
-117543,Florence (IT),15,2020,408
-117543,Florence (IT),16,2020,493
-117543,Florence (IT),17,2020,671
-117543,Florence (IT),18,2020,624
-117543,Florence (IT),19,2020,619
-117543,Florence (IT),20,2020,875
